archetype_id,archetype_name,jurisdiction,regime,startYear,endYear,alignment
015,Moral Firebrand,Hungary,Dual Monarchy,1868,1918,-1.743
015,Moral Firebrand,Hungary,Horthy Era,1920,1944,-2.505
015,Moral Firebrand,Hungary,Stalinist Hungary,1945,1956,-1.533
015,Moral Firebrand,Hungary,Kadar Era,1957,1989,-1.219
015,Moral Firebrand,Hungary,Post-Communist/Liberal,1990,2009,-1.996
015,Moral Firebrand,Hungary,Orban's Hungary,2010,2026,-2.759
015,Moral Firebrand,Czech/Czechoslovakia,Habsburg Bohemia,1789,1867,-2.015
015,Moral Firebrand,Czech/Czechoslovakia,Austria-Hungary/Czech Politics,1868,1918,-1.438
015,Moral Firebrand,Czech/Czechoslovakia,First Republic,1918,1938,-1.806
015,Moral Firebrand,Czech/Czechoslovakia,Munich/Protectorate,1938,1945,-2.860
015,Moral Firebrand,Czech/Czechoslovakia,Communist Czechoslovakia,1948,1967,-1.533
015,Moral Firebrand,Czech/Czechoslovakia,Prague Spring/Normalization,1968,1989,-1.190
015,Moral Firebrand,Czech/Czechoslovakia,Velvet Transition / Federal Republic,1990,1992,-2.077
015,Moral Firebrand,Czech/Czechoslovakia,Czech Republic,1993,2026,-2.200
015,Moral Firebrand,USA,Federalist Era,1789,1800,-2.417
015,Moral Firebrand,USA,Jeffersonian,1801,1823,-2.082
015,Moral Firebrand,USA,Jacksonian Democracy,1824,1849,-2.255
015,Moral Firebrand,USA,Sectional Crisis,1850,1860,-2.258
015,Moral Firebrand,USA,Civil War/Reconstruction,1861,1876,-0.880
015,Moral Firebrand,USA,Gilded Age,1877,1895,-2.396
015,Moral Firebrand,USA,Progressive Era,1896,1919,-1.175
015,Moral Firebrand,USA,Roaring Twenties/Normalcy,1920,1932,-2.202
015,Moral Firebrand,USA,New Deal/WWII,1933,1952,-0.440
015,Moral Firebrand,USA,Cold War Consensus,1953,1968,-1.574
015,Moral Firebrand,USA,Crisis/Realignment,1969,1980,-1.657
015,Moral Firebrand,USA,Reagan-Clinton,1981,2007,-1.689
015,Moral Firebrand,USA,Polarization Era,2008,2026,-1.493
015,Moral Firebrand,Mexico,Bourbon Viceroyalty of New Spain,1776,1788,-2.582
015,Moral Firebrand,Mexico,Late Colonial/Independence,1789,1821,-2.027
015,Moral Firebrand,Mexico,First Empire/Early Republic,1822,1854,-2.452
015,Moral Firebrand,Mexico,La Reforma,1855,1876,-0.569
015,Moral Firebrand,Mexico,Porfiriato,1877,1910,-2.169
015,Moral Firebrand,Mexico,Revolution,1911,1920,-0.267
015,Moral Firebrand,Mexico,Revolutionary State,1921,1940,0.017
015,Moral Firebrand,Mexico,PRI Hegemony/Miracle,1941,1968,-1.517
015,Moral Firebrand,Mexico,PRI Crisis,1969,1988,-1.984
015,Moral Firebrand,Mexico,Democratization,1989,2012,-1.438
015,Moral Firebrand,Mexico,AMLO/Morena,2013,2026,-0.608
015,Moral Firebrand,Brazil,Late Pombaline Brazil,1776,1788,-2.582
015,Moral Firebrand,Brazil,Colonial/Portuguese Court,1789,1821,-2.609
015,Moral Firebrand,Brazil,Empire,1822,1889,-2.202
015,Moral Firebrand,Brazil,Old Republic,1889,1930,-2.583
015,Moral Firebrand,Brazil,Vargas Era,1930,1945,-1.493
015,Moral Firebrand,Brazil,Democratic Experiment,1946,1963,-0.706
015,Moral Firebrand,Brazil,Military Dictatorship,1964,1984,-2.311
015,Moral Firebrand,Brazil,Redemocratization,1985,2002,-1.114
015,Moral Firebrand,Brazil,Lula/PT Era,2003,2015,-0.354
015,Moral Firebrand,Brazil,Bolsonaro/Crisis,2016,2026,-2.713
015,Moral Firebrand,Argentina,Viceroyalty of Río de la Plata,1776,1788,-1.921
015,Moral Firebrand,Argentina,Independence/Rivadavia,1810,1829,-1.409
015,Moral Firebrand,Argentina,Rosas,1830,1852,-2.436
015,Moral Firebrand,Argentina,Liberal Republic,1853,1915,-1.983
015,Moral Firebrand,Argentina,Radical/Conservative,1916,1942,-1.000
015,Moral Firebrand,Argentina,Peronist Era,1943,1955,-1.302
015,Moral Firebrand,Argentina,Instability/Coups,1956,1972,-2.480
015,Moral Firebrand,Argentina,Dirty War,1973,1983,-2.712
015,Moral Firebrand,Argentina,Democratic Restoration,1984,2001,-1.880
015,Moral Firebrand,Argentina,Kirchnerismo/Crisis,2002,2026,-0.440
015,Moral Firebrand,Canada,British North America (Quebec Act era),1776,1788,-2.469
015,Moral Firebrand,Canada,British North America,1789,1866,-2.065
015,Moral Firebrand,Canada,Confederation/Macdonald,1867,1895,-2.554
015,Moral Firebrand,Canada,Laurier/Early 20th,1896,1929,-1.976
015,Moral Firebrand,Canada,Depression/War/Postwar,1930,1956,-1.779
015,Moral Firebrand,Canada,Quiet Revolution/Trudeau Sr.,1957,1983,-1.838
015,Moral Firebrand,Canada,Mulroney/Chretien,1984,2005,-2.328
015,Moral Firebrand,Canada,Modern Canada,2006,2026,-1.669
015,Moral Firebrand,Colombia,Viceroyalty of New Granada,1776,1788,-2.395
015,Moral Firebrand,Colombia,Gran Colombia/Independence,1810,1830,-1.090
015,Moral Firebrand,Colombia,Conservative Hegemony,1831,1885,-2.668
015,Moral Firebrand,Colombia,Regeneration/Thousand Days,1886,1929,-2.448
015,Moral Firebrand,Colombia,Liberal Republic/La Violencia,1930,1957,-2.098
015,Moral Firebrand,Colombia,National Front,1958,1973,-2.547
015,Moral Firebrand,Colombia,Drug War/Constitution,1974,2002,-1.951
015,Moral Firebrand,Colombia,Uribe/Santos/Peace,2003,2026,-1.000
015,Moral Firebrand,Chile,Independence/O'Higgins,1810,1830,-1.951
015,Moral Firebrand,Chile,Conservative Republic,1831,1860,-2.567
015,Moral Firebrand,Chile,Liberal Republic,1861,1924,-2.227
015,Moral Firebrand,Chile,Social Question,1925,1958,-1.000
015,Moral Firebrand,Chile,Christian Democracy/Left,1959,1972,0.397
015,Moral Firebrand,Chile,Pinochet,1973,1989,-2.711
015,Moral Firebrand,Chile,Concertacion,1990,2009,-2.099
015,Moral Firebrand,Chile,Estallido/Boric,2010,2026,-0.379
015,Moral Firebrand,Cuba,Spanish Colony,1789,1897,-2.718
015,Moral Firebrand,Cuba,US Intervention/Platt,1898,1932,-2.612
015,Moral Firebrand,Cuba,Batista/Republic,1933,1958,-2.534
015,Moral Firebrand,Cuba,Revolutionary Cuba,1959,1975,-0.756
015,Moral Firebrand,Cuba,Late Castro/Special Period,1976,2006,0.375
015,Moral Firebrand,Cuba,Post-Castro,2007,2026,-1.625
015,Moral Firebrand,Peru,Viceroyalty of Peru after Túpac Amaru II,1776,1788,-2.572
015,Moral Firebrand,Peru,Colonial/Independence,1789,1824,-2.631
015,Moral Firebrand,Peru,Caudillo Era,1825,1878,-2.534
015,Moral Firebrand,Peru,Aristocratic Republic,1879,1919,-2.620
015,Moral Firebrand,Peru,Leguia/APRA,1920,1967,-1.487
015,Moral Firebrand,Peru,Velasco/Military,1968,1979,-0.550
015,Moral Firebrand,Peru,Democracy/Fujimori,1980,2000,-2.430
015,Moral Firebrand,Peru,Post-Fujimori,2001,2026,-1.774
015,Moral Firebrand,Venezuela,Captaincy General of Venezuela,1776,1788,-2.582
015,Moral Firebrand,Venezuela,Independence/Gran Colombia,1810,1830,-0.907
015,Moral Firebrand,Venezuela,Caudillo Era,1831,1908,-2.500
015,Moral Firebrand,Venezuela,Gomez/Oil State,1909,1957,-2.487
015,Moral Firebrand,Venezuela,Punto Fijo Democracy,1958,1988,-2.227
015,Moral Firebrand,Venezuela,Crisis/Caracazo,1989,1998,-2.112
015,Moral Firebrand,Venezuela,Chavez,1999,2012,-0.331
015,Moral Firebrand,Venezuela,Maduro,2013,2026,-1.595
015,Moral Firebrand,China,Late Qing/Pre-Opium,1789,1839,-2.257
015,Moral Firebrand,China,Opium Wars/Taiping,1840,1864,-2.368
015,Moral Firebrand,China,Self-Strengthening/Reform,1865,1911,-1.951
015,Moral Firebrand,China,Republic/Warlords,1912,1927,-0.975
015,Moral Firebrand,China,Nanjing Decade/War,1928,1948,-2.295
015,Moral Firebrand,China,Mao Early,1949,1957,-1.658
015,Moral Firebrand,China,Mao Radical,1958,1976,-2.086
015,Moral Firebrand,China,Deng Reform,1977,1989,-1.921
015,Moral Firebrand,China,Jiang/Hu Technocratic,1990,2012,-1.942
015,Moral Firebrand,China,Xi Jinping,2013,2026,-1.911
015,Moral Firebrand,Japan,Early Tokugawa / Sakoku Consolidation,1603,1716,-2.950
015,Moral Firebrand,Japan,Mid-Tokugawa / Kyoho Reforms,1716,1775,-2.930
015,Moral Firebrand,Japan,Late Tokugawa Shogunate (Tanuma–Kansei),1776,1788,-2.735
015,Moral Firebrand,Japan,Late Tokugawa,1789,1853,-2.322
015,Moral Firebrand,Japan,Bakumatsu/Restoration,1854,1877,-2.112
015,Moral Firebrand,Japan,Meiji,1878,1912,-1.496
015,Moral Firebrand,Japan,Taishō Democracy,1913,1930,-1.689
015,Moral Firebrand,Japan,Militarist Japan,1931,1945,-2.272
015,Moral Firebrand,Japan,Occupation/Recovery,1946,1959,-1.859
015,Moral Firebrand,Japan,High Growth,1960,1989,-2.627
015,Moral Firebrand,Japan,Lost Decades,1990,2011,-2.418
015,Moral Firebrand,Japan,Abe/Modern Japan,2012,2026,-2.469
015,Moral Firebrand,India,Aurangzeb / Orthodox Turn,1658,1707,-2.790
015,Moral Firebrand,India,Late Mughal / Early Company India,1776,1788,-2.193
015,Moral Firebrand,India,Late Mughal/EIC,1789,1857,-2.184
015,Moral Firebrand,India,British Raj,1858,1919,-2.643
015,Moral Firebrand,India,Nationalist Movement,1920,1946,-0.331
015,Moral Firebrand,India,Nehruvian India,1947,1964,-1.266
015,Moral Firebrand,India,Congress Dominance,1965,1976,-0.369
015,Moral Firebrand,India,Coalition Era,1977,1998,-1.000
015,Moral Firebrand,India,BJP/Shining India,1999,2013,-2.015
015,Moral Firebrand,India,Modi Era,2014,2026,-2.179
015,Moral Firebrand,Korea,Joseon under King Jeongjo,1776,1788,-2.563
015,Moral Firebrand,Korea,Joseon Late,1789,1875,-2.257
015,Moral Firebrand,Korea,Opening/Colonial,1876,1945,-2.719
015,Moral Firebrand,South Korea,Korean War/Division,1946,1960,-2.295
015,Moral Firebrand,South Korea,Park/Military,1961,1979,-1.949
015,Moral Firebrand,South Korea,Transition,1980,1992,-2.042
015,Moral Firebrand,South Korea,Democratic Consolidation,1993,2007,-1.653
015,Moral Firebrand,South Korea,Polarized Democracy,2008,2026,-1.438
015,Moral Firebrand,Indonesia,Dutch East Indies,1789,1941,-2.794
015,Moral Firebrand,Indonesia,Japanese Occupation/Revolution,1942,1949,-0.331
015,Moral Firebrand,Indonesia,Guided Democracy/Sukarno,1950,1965,0.059
015,Moral Firebrand,Indonesia,New Order/Suharto,1966,1998,-2.395
015,Moral Firebrand,Indonesia,Reformasi,1999,2013,-1.600
015,Moral Firebrand,Indonesia,Jokowi/Modern,2014,2026,-1.175
015,Moral Firebrand,Philippines,Spanish Philippines,1789,1898,-2.358
015,Moral Firebrand,Philippines,American Period,1899,1945,-1.438
015,Moral Firebrand,Philippines,Independence/Democratic,1946,1971,-1.438
015,Moral Firebrand,Philippines,Marcos,1972,1985,-2.455
015,Moral Firebrand,Philippines,People Power/Democracy,1986,2015,-1.779
015,Moral Firebrand,Philippines,Duterte/Modern,2016,2026,-2.623
015,Moral Firebrand,Thailand,Thonburi Kingdom of Taksin / Early Chakri,1776,1788,-2.540
015,Moral Firebrand,Thailand,Late Ayutthaya/Early Chakri,1789,1850,-2.568
015,Moral Firebrand,Thailand,Chulalongkorn/Reform,1851,1932,-2.015
015,Moral Firebrand,Thailand,Constitutional Revolution,1932,1957,-1.528
015,Moral Firebrand,Thailand,Military/Development,1958,1972,-2.380
015,Moral Firebrand,Thailand,Democracy Oscillation,1973,1991,-1.224
015,Moral Firebrand,Thailand,Thaksin/Yellow-Red,1992,2013,-0.664
015,Moral Firebrand,Thailand,Junta/Modern,2014,2026,-2.382
015,Moral Firebrand,Vietnam,Late Lê / Trịnh-Nguyễn Division / Tây Sơn,1776,1788,-2.496
015,Moral Firebrand,Vietnam,Late Lê/Nguyễn,1789,1858,-2.049
015,Moral Firebrand,Vietnam,French Indochina,1859,1945,-2.682
015,Moral Firebrand,Vietnam,Independence War,1946,1954,-0.756
015,Moral Firebrand,Vietnam,Vietnam War,1955,1975,-0.035
015,Moral Firebrand,Vietnam,Socialist Republic,1976,1985,0.288
015,Moral Firebrand,Vietnam,Đổi Mới,1986,2026,-1.841
015,Moral Firebrand,Iran,Late Zand Dynasty,1776,1788,-2.015
015,Moral Firebrand,Iran,Qajar Early,1789,1848,-2.518
015,Moral Firebrand,Iran,Qajar Late/Constitutional,1849,1924,-2.042
015,Moral Firebrand,Iran,Pahlavi Early,1925,1952,-0.716
015,Moral Firebrand,Iran,Mossadegh/Shah,1953,1963,-1.673
015,Moral Firebrand,Iran,Pahlavi Peak,1964,1978,-1.541
015,Moral Firebrand,Iran,Islamic Revolution,1979,1988,-1.670
015,Moral Firebrand,Iran,Islamic Republic,1989,2026,-1.937
015,Moral Firebrand,Pakistan,Independence/Early,1947,1958,-1.774
015,Moral Firebrand,Pakistan,Ayub/Military,1959,1971,-2.368
015,Moral Firebrand,Pakistan,Bhutto/Zia,1972,1988,-1.911
015,Moral Firebrand,Pakistan,Democratic Oscillation,1989,2007,-2.206
015,Moral Firebrand,Pakistan,Modern Pakistan,2008,2026,-2.206
015,Moral Firebrand,Egypt,Mamluk Beys under Ottoman Suzerainty,1776,1788,-1.575
015,Moral Firebrand,Egypt,Muhammad Ali Dynasty,1789,1848,-2.106
015,Moral Firebrand,Egypt,Khedivate/British,1849,1913,-2.575
015,Moral Firebrand,Egypt,Liberal/Monarchy,1914,1951,-1.574
015,Moral Firebrand,Egypt,Nasser,1952,1970,-1.013
015,Moral Firebrand,Egypt,Sadat,1971,1981,-1.921
015,Moral Firebrand,Egypt,Mubarak,1982,2010,-2.565
015,Moral Firebrand,Egypt,Arab Spring/Morsi,2011,2013,-0.626
015,Moral Firebrand,Egypt,Sisi,2014,2026,-2.295
015,Moral Firebrand,South Africa,Cape Colony/Early,1789,1869,-2.739
015,Moral Firebrand,South Africa,Mineral Revolution/Union,1870,1913,-2.739
015,Moral Firebrand,South Africa,Segregation Era,1914,1947,-2.730
015,Moral Firebrand,South Africa,Apartheid,1948,1989,-2.598
015,Moral Firebrand,South Africa,Transition,1990,1994,-1.940
015,Moral Firebrand,South Africa,Mandela/Mbeki,1995,2007,-1.417
015,Moral Firebrand,South Africa,Zuma/Crisis,2008,2026,-1.528
015,Moral Firebrand,Nigeria,Colonial Nigeria,1789,1913,-2.794
015,Moral Firebrand,Nigeria,British Colony,1914,1959,-2.015
015,Moral Firebrand,Nigeria,First Republic/Biafra,1960,1969,-2.003
015,Moral Firebrand,Nigeria,Military Era,1970,1998,-2.565
015,Moral Firebrand,Nigeria,Fourth Republic,1999,2014,-1.574
015,Moral Firebrand,Nigeria,Buhari/Modern,2015,2026,-2.042
015,Moral Firebrand,Saudi Arabia,First Saudi State / Diriyah Emirate,1776,1788,-2.847
015,Moral Firebrand,Saudi Arabia,Pre-Saudi/First State,1789,1818,-2.208
015,Moral Firebrand,Saudi Arabia,Second Saudi State/Interregnum,1819,1901,-2.169
015,Moral Firebrand,Saudi Arabia,Ibn Saud/Unification,1902,1952,-2.149
015,Moral Firebrand,Saudi Arabia,Oil Kingdom,1953,2014,-2.186
015,Moral Firebrand,Saudi Arabia,MBS/Vision 2030,2015,2026,-2.368
015,Moral Firebrand,Iraq,Ottoman Iraq,1789,1917,-2.518
015,Moral Firebrand,Iraq,British Mandate/Monarchy,1918,1957,-1.574
015,Moral Firebrand,Iraq,Revolution/Baath,1958,1968,-1.568
015,Moral Firebrand,Iraq,Saddam Hussein,1969,2002,-2.795
015,Moral Firebrand,Iraq,US Occupation,2003,2010,-2.090
015,Moral Firebrand,Iraq,Maliki/ISIS,2011,2017,-2.592
015,Moral Firebrand,Iraq,Post-ISIS Iraq,2018,2026,-1.774
015,Moral Firebrand,Israel,Yishuv/Mandate,1920,1947,-0.336
015,Moral Firebrand,Israel,Labor Zionism,1948,1977,-0.916
015,Moral Firebrand,Israel,Likud/Begin,1978,1992,-2.436
015,Moral Firebrand,Israel,Oslo/Peace Process,1993,2000,-1.394
015,Moral Firebrand,Israel,Netanyahu/Right Turn,2001,2026,-2.575
015,Moral Firebrand,Algeria,Ottoman/French Conquest,1789,1847,-2.551
015,Moral Firebrand,Algeria,French Algeria,1848,1953,-2.723
015,Moral Firebrand,Algeria,War of Independence,1954,1962,0.047
015,Moral Firebrand,Algeria,FLN State,1963,1988,-1.261
015,Moral Firebrand,Algeria,Civil War/Bouteflika,1989,2026,-1.984
015,Moral Firebrand,Ethiopia,Zemene Mesafint/Tewodros,1789,1868,-2.561
015,Moral Firebrand,Ethiopia,Menelik/Imperial,1869,1935,-2.362
015,Moral Firebrand,Ethiopia,Italian Occupation/Haile Selassie,1936,1973,-2.375
015,Moral Firebrand,Ethiopia,Derg,1974,1991,-1.277
015,Moral Firebrand,Ethiopia,EPRDF,1991,2017,-0.808
015,Moral Firebrand,Ethiopia,Abiy Ahmed,2018,2026,-1.528
016,Insurgent Equalizer,United Kingdom,Stuart / Civil War / Commonwealth,1603,1688,-0.713
016,Insurgent Equalizer,United Kingdom,Hanoverian / Glorious Revolution Settlement,1688,1788,-2.487
016,Insurgent Equalizer,United Kingdom,Georgian Britain,1789,1819,-1.979
016,Insurgent Equalizer,United Kingdom,Reform Era,1820,1848,-1.907
016,Insurgent Equalizer,United Kingdom,Victorian Peak,1849,1874,-2.344
016,Insurgent Equalizer,United Kingdom,Late Victorian/Edwardian,1875,1913,-1.784
016,Insurgent Equalizer,United Kingdom,WWI & Lloyd George,1914,1922,-0.896
016,Insurgent Equalizer,United Kingdom,Interwar,1923,1938,-2.045
016,Insurgent Equalizer,United Kingdom,WWII Britain,1939,1945,-0.962
016,Insurgent Equalizer,United Kingdom,Attlee/Consensus,1946,1964,-1.679
016,Insurgent Equalizer,United Kingdom,Wilson/Heath,1965,1978,-0.515
016,Insurgent Equalizer,United Kingdom,Thatcher Era,1979,1990,-2.026
016,Insurgent Equalizer,United Kingdom,New Labour/Blair,1991,2009,-2.322
016,Insurgent Equalizer,United Kingdom,Austerity/Brexit,2010,2026,-1.245
016,Insurgent Equalizer,France,Ancien Régime,1776,1788,-2.049
016,Insurgent Equalizer,France,Ancien Regime remnant,1789,1791,-2.334
016,Insurgent Equalizer,France,French Revolution,1792,1799,-0.905
016,Insurgent Equalizer,France,Napoleonic Empire,1800,1814,0.206
016,Insurgent Equalizer,France,Restoration,1815,1829,-2.112
016,Insurgent Equalizer,France,July Monarchy,1830,1847,-2.213
016,Insurgent Equalizer,France,Second Republic,1848,1851,-0.583
016,Insurgent Equalizer,France,Second Empire,1852,1870,-0.837
016,Insurgent Equalizer,France,Third Republic Early,1871,1899,-1.371
016,Insurgent Equalizer,France,Third Republic Late,1900,1939,-1.416
016,Insurgent Equalizer,France,Vichy France,1940,1944,-2.445
016,Insurgent Equalizer,France,Provisional Government / Liberation,1945,1945,-2.022
016,Insurgent Equalizer,France,Fourth Republic,1946,1957,-2.022
016,Insurgent Equalizer,France,Fifth Republic Gaullist,1958,1980,-0.115
016,Insurgent Equalizer,France,Fifth Republic Modern,1981,2026,-1.278
016,Insurgent Equalizer,Germany/Prussia,Frederickian Prussia,1776,1788,-1.937
016,Insurgent Equalizer,Germany/Prussia,Prussian Reform Era,1789,1814,-1.937
016,Insurgent Equalizer,Germany/Prussia,German Confederation,1815,1847,-2.169
016,Insurgent Equalizer,Germany/Prussia,1848 Revolution,1848,1849,-1.859
016,Insurgent Equalizer,Germany/Prussia,Bismarck Era,1850,1890,-0.194
016,Insurgent Equalizer,Germany/Prussia,Wilhelmine,1891,1913,-0.896
016,Insurgent Equalizer,Germany/Prussia,WWI Germany,1914,1918,-1.805
016,Insurgent Equalizer,Germany/Prussia,Weimar Republic,1919,1932,-1.744
016,Insurgent Equalizer,Germany/Prussia,Nazi Germany,1933,1945,-1.473
016,Insurgent Equalizer,Germany/Prussia,Occupied Germany,1945,1948,-2.096
016,Insurgent Equalizer,Germany/Prussia,West Germany/Bonn Republic,1949,1989,-2.525
016,Insurgent Equalizer,Germany/Prussia,East Germany/DDR,1949,1989,-0.170
016,Insurgent Equalizer,Germany/Prussia,Reunified Germany,1990,2026,-2.512
016,Insurgent Equalizer,Russia/USSR,Tsarist Russia Late Catherine/Alexander I,1789,1825,-1.870
016,Insurgent Equalizer,Russia/USSR,Nicholas I,1826,1855,-2.065
016,Insurgent Equalizer,Russia/USSR,Great Reforms,1856,1881,-2.018
016,Insurgent Equalizer,Russia/USSR,Reaction/Late Tsarist,1882,1904,-1.702
016,Insurgent Equalizer,Russia/USSR,Revolution Era,1905,1917,-1.268
016,Insurgent Equalizer,Russia/USSR,Soviet Early/Lenin,1918,1928,-0.785
016,Insurgent Equalizer,Russia/USSR,Stalin,1929,1953,-0.809
016,Insurgent Equalizer,Russia/USSR,Khrushchev Thaw,1954,1964,0.193
016,Insurgent Equalizer,Russia/USSR,Brezhnev Stagnation,1965,1984,1.539
016,Insurgent Equalizer,Russia/USSR,Gorbachev/Collapse,1985,1991,-1.859
016,Insurgent Equalizer,Russia/USSR,Yeltsin,1992,1999,-1.984
016,Insurgent Equalizer,Russia/USSR,Putin Era,2000,2026,-0.963
016,Insurgent Equalizer,Spain,Bourbon Reform Spain (Carlos III),1776,1788,-2.181
016,Insurgent Equalizer,Spain,Bourbon Spain/Napoleonic,1789,1813,-1.942
016,Insurgent Equalizer,Spain,Liberal-Absolutist struggle,1814,1833,-1.942
016,Insurgent Equalizer,Spain,Isabella/Moderate Monarchy,1834,1868,-1.253
016,Insurgent Equalizer,Spain,Sexenio/Restoration,1869,1897,-1.542
016,Insurgent Equalizer,Spain,Crisis/Primo,1898,1930,-1.245
016,Insurgent Equalizer,Spain,Second Republic,1931,1936,-1.188
016,Insurgent Equalizer,Spain,Civil War/Franco,1936,1959,-0.963
016,Insurgent Equalizer,Spain,Late Franco,1960,1975,-1.492
016,Insurgent Equalizer,Spain,Transition,1976,1982,-2.367
016,Insurgent Equalizer,Spain,PSOE/PP Democracy,1983,2007,-2.059
016,Insurgent Equalizer,Spain,Crisis Spain,2008,2026,-1.325
016,Insurgent Equalizer,Italy,Italian States/Napoleonic,1789,1814,-1.378
016,Insurgent Equalizer,Italy,Restoration/Risorgimento,1815,1860,-0.887
016,Insurgent Equalizer,Italy,Liberal Italy,1861,1913,-1.690
016,Insurgent Equalizer,Italy,WWI Italy/Crisis,1914,1921,-1.268
016,Insurgent Equalizer,Italy,Fascist Italy,1922,1943,-1.010
016,Insurgent Equalizer,Italy,Post-war Republic,1946,1968,-1.951
016,Insurgent Equalizer,Italy,Years of Lead,1969,1983,-1.237
016,Insurgent Equalizer,Italy,Craxi/First Republic End,1984,1993,-1.286
016,Insurgent Equalizer,Italy,Second Republic,1994,2012,-1.416
016,Insurgent Equalizer,Italy,Populist Italy,2013,2026,-0.659
016,Insurgent Equalizer,Austria/Austria-Hungary,Josephine Habsburg Monarchy,1776,1788,-1.245
016,Insurgent Equalizer,Austria/Austria-Hungary,Habsburg Enlightened Absolutism,1789,1814,-1.056
016,Insurgent Equalizer,Austria/Austria-Hungary,Metternich System,1815,1847,-2.125
016,Insurgent Equalizer,Austria/Austria-Hungary,1848/Neo-Absolutism,1848,1866,-1.582
016,Insurgent Equalizer,Austria/Austria-Hungary,Austria-Hungary Dual Monarchy,1867,1913,-1.937
016,Insurgent Equalizer,Austria/Austria-Hungary,WWI/Collapse,1914,1918,-1.354
016,Insurgent Equalizer,Austria/Austria-Hungary,First Republic,1919,1933,-1.039
016,Insurgent Equalizer,Austria/Austria-Hungary,Austrofascism/Anschluss,1934,1945,-2.445
016,Insurgent Equalizer,Austria/Austria-Hungary,Second Republic Consensus,1945,1986,-2.538
016,Insurgent Equalizer,Austria/Austria-Hungary,Modern Austria,1987,2026,-1.371
016,Insurgent Equalizer,Ottoman Empire/Turkey,Post-Küçük Kaynarca Ottoman Empire,1776,1788,-0.489
016,Insurgent Equalizer,Ottoman Empire/Turkey,Late Ottoman,1789,1807,-0.963
016,Insurgent Equalizer,Ottoman Empire/Turkey,Tanzimat,1808,1876,-1.907
016,Insurgent Equalizer,Ottoman Empire/Turkey,Hamidian Era,1877,1907,-1.118
016,Insurgent Equalizer,Ottoman Empire/Turkey,Young Turks/WWI,1908,1918,-1.838
016,Insurgent Equalizer,Ottoman Empire/Turkey,Kemalist Republic,1919,1937,-0.649
016,Insurgent Equalizer,Ottoman Empire/Turkey,Multi-party Turkey,1938,1959,-1.253
016,Insurgent Equalizer,Ottoman Empire/Turkey,Coup/Instability Era,1960,1979,-0.659
016,Insurgent Equalizer,Ottoman Empire/Turkey,Ozal/Secular Republic,1980,2001,-1.101
016,Insurgent Equalizer,Ottoman Empire/Turkey,Erdogan Era,2002,2026,-0.489
016,Insurgent Equalizer,Poland,Late Polish-Lithuanian Commonwealth,1776,1788,-2.334
016,Insurgent Equalizer,Poland,Partition Era,1789,1830,-1.701
016,Insurgent Equalizer,Poland,November/January Uprisings,1831,1863,-1.169
016,Insurgent Equalizer,Poland,Organic Work/Positivism,1864,1913,-1.253
016,Insurgent Equalizer,Poland,Second Republic,1918,1926,-0.945
016,Insurgent Equalizer,Poland,Sanacja/Pilsudski,1926,1939,0.097
016,Insurgent Equalizer,Poland,WWII/Occupation,1939,1944,-2.259
016,Insurgent Equalizer,Poland,Stalinist Poland,1945,1956,-0.170
016,Insurgent Equalizer,Poland,Gomulka/Gierek,1957,1980,1.104
016,Insurgent Equalizer,Poland,Solidarity/Transition,1981,1997,-2.359
016,Insurgent Equalizer,Poland,PiS Poland,1998,2026,-0.407
016,Insurgent Equalizer,Netherlands,Dutch Republic in Crisis,1776,1788,-2.587
016,Insurgent Equalizer,Netherlands,Batavian/French Period,1789,1813,-0.827
016,Insurgent Equalizer,Netherlands,United Kingdom of Netherlands,1814,1830,-1.378
016,Insurgent Equalizer,Netherlands,Liberal Era,1831,1887,-2.487
016,Insurgent Equalizer,Netherlands,Pillarization,1888,1939,-2.370
016,Insurgent Equalizer,Netherlands,WWII Occupation,1940,1945,-2.259
016,Insurgent Equalizer,Netherlands,Reconstruction/Consensus,1946,1965,-2.487
016,Insurgent Equalizer,Netherlands,Cultural Revolution/Progressive,1966,2001,-2.318
016,Insurgent Equalizer,Netherlands,Populist Turn,2002,2026,-1.459
016,Insurgent Equalizer,Sweden,Gustavian Sweden,1776,1788,-1.459
016,Insurgent Equalizer,Sweden,Gustavian/Bernadotte Early,1789,1865,-1.056
016,Insurgent Equalizer,Sweden,Liberal Reform Era,1866,1913,-2.110
016,Insurgent Equalizer,Sweden,Social Democratic Rise,1914,1945,-1.679
016,Insurgent Equalizer,Sweden,Folkhem Peak,1946,1975,-2.741
016,Insurgent Equalizer,Sweden,Neoliberal Turn,1976,2005,-2.512
016,Insurgent Equalizer,Sweden,Immigration Debate,2006,2026,-1.371
016,Insurgent Equalizer,Portugal,Late Pombaline / Maria I Portugal,1776,1788,-1.542
016,Insurgent Equalizer,Portugal,Late Monarchy,1789,1807,-1.354
016,Insurgent Equalizer,Portugal,Brazilian Exile/Liberalism,1808,1833,-1.690
016,Insurgent Equalizer,Portugal,Constitutional Monarchy,1834,1909,-1.907
016,Insurgent Equalizer,Portugal,First Republic,1910,1925,-0.827
016,Insurgent Equalizer,Portugal,Estado Novo/Salazar,1926,1968,-1.073
016,Insurgent Equalizer,Portugal,Caetano/Revolution,1969,1976,-1.018
016,Insurgent Equalizer,Portugal,Democratic Consolidation,1977,2007,-1.603
